year,month,npgo_index,,,
1950,1,-2.1883951,,,
1950,2,-1.4458314,,,
1950,3,-0.9650357,,,
1950,4,-0.8587880,,,
1950,5,-0.6340822,,,
1950,6,-0.5809843,,,
1950,7,-0.7421143,,,
1950,8,-0.5493842,,,
1950,9,-0.6015450,,,
1950,10,0.1194343,,,
1950,11,-0.2570744,,,
1950,12,-0.4933665,,,
1951,1,-0.4785301,,,
1951,2,-0.4138262,,,
1951,3,-0.5695402,,,
1951,4,-0.5611402,,,
1951,5,-1.0714146,,,
1951,6,-1.4352384,,,
1951,7,-1.1039251,,,
1951,8,-1.1748547,,,
1951,9,-1.4195152,,,
1951,10,-1.0693902,,,
1951,11,-1.0120413,,,
1951,12,-1.2247459,,,
1952,1,-1.3350548,,,
1952,2,-1.0909977,,,
1952,3,-0.6695160,,,
1952,4,-0.4337192,,,
1952,5,-0.6265087,,,
1952,6,-0.9726563,,,
1952,7,-1.3356465,,,
1952,8,-0.8974282,,,
1952,9,-0.5826182,,,
1952,10,-0.2578120,,,
1952,11,-0.3162133,,,
1952,12,0.8450804,,,
1953,1,0.9439523,,,
1953,2,0.7479716,,,
1953,3,1.2173325,,,
1953,4,1.2502004,,,
1953,5,1.2707073,,,
1953,6,1.056728,,,
1953,7,1.0407542,,,
1953,8,0.618901,,,
1953,9,0.2907310,,,
1953,10,1.0815173,,,
1953,11,2.0496203,,,
1953,12,1.418955,,,
1954,1,1.0939573,,,
1954,2,1.156514,,,
1954,3,0.079373,,,
1954,4,-0.3725331,,,
1954,5,-0.1640402,,,
1954,6,0.1783807,,,
1954,7,-0.0352034,,,
1954,8,-0.1315375,,,
1954,9,-0.2628033,,,
1954,10,0.1838124,,,
1954,11,0.3547401,,,
1954,12,0.4041255,,,
1955,1,0.3262073,,,
1955,2,-0.2492755,,,
1955,3,-0.215979,,,
1955,4,0.04071,,,
1955,5,0.2614104,,,
1955,6,-0.0158941,,,
1955,7,-0.0880225,,,
1955,8,0.274527,,,
1955,9,-0.1102270,,,
1955,10,-0.5241936,,,
1955,11,-0.0800288,,,
1955,12,-0.518014,,,
1956,1,0.120267,,,
1956,2,-0.1379598,,,
1956,3,0.0229791,,,
1956,4,-0.0382349,,,
1956,5,0.1419573,,,
1956,6,0.4710672,,,
1956,7,0.463915,,,
1956,8,0.5397591,,,
1956,9,0.3006461,,,
1956,10,-0.0515090,,,
1956,11,-0.2262511,,,
1956,12,-0.7672118,,,
1957,1,-1.2715967,,,
1957,2,-1.9587271,,,
1957,3,-1.3393664,,,
1957,4,-1.2553542,,,
1957,5,-1.0382093,,,
1957,6,-1.1681711,,,
1957,7,-0.7558775,,,
1957,8,-0.9054412,,,
1957,9,-0.922235,,,
1957,10,-1.0286289,,,
1957,11,-1.407435,,,
1957,12,-0.7166413,,,
1958,1,0.1166028,,,
1958,2,0.1466304,,,
1958,3,-1.1516998,,,
1958,4,-0.7193548,,,
1958,5,-0.8509836,,,
1958,6,-0.7234244,,,
1958,7,-0.8696465,,,
1958,8,-0.628816,,,
1958,9,-0.2044341,,,
1958,10,-0.5088080,,,
1958,11,-0.7745184,,,
1958,12,-0.4052313,,,
1959,1,0.1227885,,,
1959,2,-0.5906448,,,
1959,3,-0.3920688,,,
1959,4,-0.4513038,,,
1959,5,-0.4378491,,,
1959,6,-0.3732021,,,
1959,7,-0.3964945,,,
1959,8,-0.5043649,,,
1959,9,0.0726592,,,
1959,10,0.1341324,,,
1959,11,-0.047969,,,
1959,12,0.4227848,,,
1960,1,1.0163805,,,
1960,2,0.8185781,,,
1960,3,0.8632686,,,
1960,4,0.7934822,,,
1960,5,0.9189205,,,
1960,6,0.3131445,,,
1960,7,0.7091522,,,
1960,8,0.4379447,,,
1960,9,0.5239759,,,
1960,10,0.4885355,,,
1960,11,0.9533683,,,
1960,12,1.1361285,,,
1961,1,1.1032184,,,
1961,2,1.3593808,,,
1961,3,1.7493986,,,
1961,4,0.9571569,,,
1961,5,1.4002097,,,
1961,6,1.2018429,,,
1961,7,1.0626986,,,
1961,8,1.0746483,,,
1961,9,0.7729668,,,
1961,10,0.3487373,,,
1961,11,0.2205851,,,
1961,12,0.3973708,,,
1962,1,0.1747623,,,
1962,2,-0.1497774,,,
1962,3,-0.6076764,,,
1962,4,-0.4714180,,,
1962,5,-0.7390136,,,
1962,6,-0.3044114,,,
1962,7,-0.0621235,,,
1962,8,-0.3706351,,,
1962,9,0.3342158,,,
1962,10,0.1642400,,,
1962,11,0.4456053,,,
1962,12,0.4651425,,,
1963,1,-0.8128502,,,
1963,2,-0.2799626,,,
1963,3,-1.0965502,,,
1963,4,-0.8105685,,,
1963,5,-0.4282272,,,
1963,6,-0.7162381,,,
1963,7,-0.3666931,,,
1963,8,-0.134605,,,
1963,9,0.1197881,,,
1963,10,0.5071413,,,
1963,11,0.6610747,,,
1963,12,0.5410330,,,
1964,1,1.0728952,,,
1964,2,0.2924803,,,
1964,3,0.3516698,,,
1964,4,0.2501528,,,
1964,5,0.2719013,,,
1964,6,0.8840953,,,
1964,7,1.6039742,,,
1964,8,0.7818842,,,
1964,9,0.9125637,,,
1964,10,0.7126723,,,
1964,11,0.0743834,,,
1964,12,-0.6794434,,,
1965,1,-0.6092707,,,
1965,2,-0.837550,,,
1965,3,-0.942572,,,
1965,4,-0.8794335,,,
1965,5,-1.1591951,,,
1965,6,-0.8303012,,,
1965,7,-0.6921826,,,
1965,8,-0.4439617,,,
1965,9,-0.8571234,,,
1965,10,-0.6830458,,,
1965,11,-0.9184142,,,
1965,12,-1.1935027,,,
1966,1,-0.3230444,,,
1966,2,-1.114448,,,
1966,3,-0.5991017,,,
1966,4,-1.3692633,,,
1966,5,-1.678718,,,
1966,6,-1.2637274,,,
1966,7,-1.1138805,,,
1966,8,-0.9779195,,,
1966,9,-0.7532504,,,
1966,10,-0.7995287,,,
1966,11,-0.9383970,,,
1966,12,-0.5449956,,,
1967,1,-0.7360513,,,
1967,2,-0.6100609,,,
1967,3,-1.1191961,,,
1967,4,-0.8913807,,,
1967,5,-0.9950983,,,
1967,6,-1.252485,,,
1967,7,-1.1731513,,,
1967,8,-0.7537996,,,
1967,9,-0.0516779,,,
1967,10,0.0071178,,,
1967,11,-0.5875148,,,
1967,12,-0.2333996,,,
1968,1,-0.7661097,,,
1968,2,-0.625860,,,
1968,3,-0.6320541,,,
1968,4,-1.1582636,,,
1968,5,-1.2594507,,,
1968,6,-1.0381912,,,
1968,7,-1.0214287,,,
1968,8,-0.9595281,,,
1968,9,-0.9145781,,,
1968,10,-0.7375812,,,
1968,11,-0.2253056,,,
1968,12,-0.8688706,,,
1969,1,-2.5593478,,,
1969,2,-0.736993,,,
1969,3,-0.733463,,,
1969,4,-0.183247,,,
1969,5,-0.0908809,,,
1969,6,-0.7755169,,,
1969,7,-0.7308903,,,
1969,8,-0.2323256,,,
1969,9,0.0152106,,,
1969,10,0.2899397,,,
1969,11,-0.041270,,,
1969,12,1.1272413,,,
1970,1,-0.1916392,,,
1970,2,-0.3213368,,,
1970,3,-0.4126358,,,
1970,4,-0.2217705,,,
1970,5,0.4841777,,,
1970,6,0.3708459,,,
1970,7,0.2724029,,,
1970,8,0.4133234,,,
1970,9,0.3985782,,,
1970,10,0.2263074,,,
1970,11,-0.2142146,,,
1970,12,-0.0715208,,,
1971,1,-0.2016267,,,
1971,2,0.0596007,,,
1971,3,0.4539293,,,
1971,4,0.8537688,,,
1971,5,0.4949569,,,
1971,6,0.4126202,,,
1971,7,0.7909253,,,
1971,8,0.7060510,,,
1971,9,0.5284254,,,
1971,10,0.330648,,,
1971,11,0.1824713,,,
1971,12,-0.0279593,,,
1972,1,-0.530513,,,
1972,2,-0.4084414,,,
1972,3,-0.6941104,,,
1972,4,-0.6811307,,,
1972,5,-0.7473883,,,
1972,6,-0.760999,,,
1972,7,-0.3223986,,,
1972,8,-0.4273615,,,
1972,9,-0.9253972,,,
1972,10,-1.0954562,,,
1972,11,-0.5562061,,,
1972,12,-0.7622423,,,
1973,1,-0.0483632,,,
1973,2,-0.5033958,,,
1973,3,-0.0723475,,,
1973,4,-0.0505891,,,
1973,5,0.2546612,,,
1973,6,0.5144280,,,
1973,7,0.3235725,,,
1973,8,0.1671817,,,
1973,9,0.357300,,,
1973,10,0.3502792,,,
1973,11,-0.1129927,,,
1973,12,0.3392929,,,
1974,1,-1.0033867,,,
1974,2,-0.3864280,,,
1974,3,-0.0262053,,,
1974,4,0.0148188,,,
1974,5,-0.1663480,,,
1974,6,0.2191814,,,
1974,7,0.3767020,,,
1974,8,0.2616299,,,
1974,9,-0.1677579,,,
1974,10,0.0074986,,,
1974,11,0.042705,,,
1974,12,0.7158674,,,
1975,1,0.6387519,,,
1975,2,0.9849084,,,
1975,3,0.715846,,,
1975,4,0.6492190,,,
1975,5,0.7158651,,,
1975,6,0.4577881,,,
1975,7,0.5110082,,,
1975,8,1.0259992,,,
1975,9,0.5732218,,,
1975,10,0.9564959,,,
1975,11,1.273857,,,
1975,12,1.0790459,,,
1976,1,1.0782443,,,
1976,2,1.1829994,,,
1976,3,1.6799048,,,
1976,4,2.4363156,,,
1976,5,2.1807639,,,
1976,6,2.0671275,,,
1976,7,2.2670345,,,
1976,8,2.4363637,,,
1976,9,2.4321414,,,
1976,10,1.6933671,,,
1976,11,1.5746724,,,
1976,12,1.3296016,,,
1977,1,1.3217052,,,
1977,2,1.9341241,,,
1977,3,1.699481,,,
1977,4,1.396454,,,
1977,5,1.0719304,,,
1977,6,0.9238298,,,
1977,7,1.0368123,,,
1977,8,1.2847436,,,
1977,9,0.7664408,,,
1977,10,1.2530538,,,
1977,11,1.4486669,,,
1977,12,0.8540023,,,
1978,1,1.2148573,,,
1978,2,1.2447465,,,
1978,3,0.6161969,,,
1978,4,0.4532629,,,
1978,5,0.586770,,,
1978,6,0.3840904,,,
1978,7,0.4258601,,,
1978,8,0.8639850,,,
1978,9,1.2864755,,,
1978,10,0.3515937,,,
1978,11,-0.2588840,,,
1978,12,-1.1153547,,,
1979,1,-0.5147863,,,
1979,2,-0.2332915,,,
1979,3,-0.6288369,,,
1979,4,-1.034361,,,
1979,5,-0.7818061,,,
1979,6,-0.8227211,,,
1979,7,-1.1482481,,,
1979,8,-1.2509887,,,
1979,9,-0.7848141,,,
1979,10,-0.612903,,,
1979,11,-0.4920720,,,
1979,12,-0.5414346,,,
1980,1,-1.9028722,,,
1980,2,-1.7223209,,,
1980,3,-1.1510684,,,
1980,4,-0.0657821,,,
1980,5,-0.2108014,,,
1980,6,-0.6827408,,,
1980,7,-0.990432,,,
1980,8,-1.0831368,,,
1980,9,-0.6969075,,,
1980,10,-0.0660234,,,
1980,11,-0.1345049,,,
1980,12,-0.2826969,,,
1981,1,-0.2644073,,,
1981,2,-1.0577437,,,
1981,3,-0.6905393,,,
1981,4,-0.6267043,,,
1981,5,0.1996558,,,
1981,6,0.0088193,,,
1981,7,-0.5260566,,,
1981,8,-0.6977296,,,
1981,9,0.0029769,,,
1981,10,-0.2877940,,,
1981,11,0.7562201,,,
1981,12,0.5212158,,,
1982,1,-0.1999604,,,
1982,2,-0.8734630,,,
1982,3,-0.6206741,,,
1982,4,-1.0710987,,,
1982,5,-0.9931064,,,
1982,6,-0.847603,,,
1982,7,-0.6105811,,,
1982,8,-0.4569736,,,
1982,9,-0.4595674,,,
1982,10,-1.0067379,,,
1982,11,-0.8660702,,,
1982,12,-0.234461,,,
1983,1,0.6046553,,,
1983,2,0.4739596,,,
1983,3,0.4303206,,,
1983,4,-0.7205152,,,
1983,5,-0.7439660,,,
1983,6,-0.0768873,,,
1983,7,-0.048638,,,
1983,8,-0.0100078,,,
1983,9,-0.4097358,,,
1983,10,-0.4871472,,,
1983,11,0.5610083,,,
1983,12,-0.677823,,,
1984,1,-0.2151006,,,
1984,2,0.4007793,,,
1984,3,0.7190706,,,
1984,4,1.1599523,,,
1984,5,0.9816560,,,
1984,6,0.7374803,,,
1984,7,0.415819,,,
1984,8,0.3682070,,,
1984,9,0.8230328,,,
1984,10,0.9433370,,,
1984,11,0.8624774,,,
1984,12,0.2522900,,,
1985,1,0.3239252,,,
1985,2,-0.0646619,,,
1985,3,0.2314370,,,
1985,4,0.3192595,,,
1985,5,0.1563369,,,
1985,6,-0.0447182,,,
1985,7,0.1783295,,,
1985,8,-0.2325898,,,
1985,9,-0.9362678,,,
1985,10,-1.1832549,,,
1985,11,-1.793918,,,
1985,12,-1.6806901,,,
1986,1,-0.768594,,,
1986,2,-1.4491836,,,
1986,3,-0.4662373,,,
1986,4,-0.9667763,,,
1986,5,-0.4984116,,,
1986,6,-0.6658538,,,
1986,7,-0.9414224,,,
1986,8,-1.0182601,,,
1986,9,-0.76820,,,
1986,10,-0.293799,,,
1986,11,-0.5012461,,,
1986,12,-0.4561845,,,
1987,1,0.6865984,,,
1987,2,0.767558,,,
1987,3,0.2854138,,,
1987,4,0.4707685,,,
1987,5,0.2743393,,,
1987,6,0.3944056,,,
1987,7,0.4261996,,,
1987,8,0.339500,,,
1987,9,0.1702281,,,
1987,10,0.1212451,,,
1987,11,0.5215173,,,
1987,12,0.6923227,,,
1988,1,1.105185,,,
1988,2,0.7968497,,,
1988,3,0.9681488,,,
1988,4,1.5734973,,,
1988,5,1.7784138,,,
1988,6,1.7426903,,,
1988,7,1.7248738,,,
1988,8,1.3928516,,,
1988,9,1.31624,,,
1988,10,1.4868884,,,
1988,11,1.2427056,,,
1988,12,0.7552969,,,
1989,1,1.3125811,,,
1989,2,0.6617441,,,
1989,3,0.9293370,,,
1989,4,0.7837613,,,
1989,5,0.5835106,,,
1989,6,0.522106,,,
1989,7,1.2640097,,,
1989,8,0.6669763,,,
1989,9,0.6542614,,,
1989,10,0.4417871,,,
1989,11,-0.3006112,,,
1989,12,-0.1725760,,,
1990,1,0.268773,,,
1990,2,-0.2801757,,,
1990,3,0.6527155,,,
1990,4,0.2415656,,,
1990,5,-0.0960554,,,
1990,6,-0.0654338,,,
1990,7,-0.2582987,,,
1990,8,-0.3304058,,,
1990,9,-0.1592564,,,
1990,10,-0.1202212,,,
1990,11,-0.7389520,,,
1990,12,-1.532809,,,
1991,1,-0.7442184,,,
1991,2,-0.3045313,,,
1991,3,-0.8069849,,,
1991,4,-0.2064375,,,
1991,5,-0.0595293,,,
1991,6,-0.3877697,,,
1991,7,-0.479492,,,
1991,8,-0.5740532,,,
1991,9,-0.9485756,,,
1991,10,-1.0900901,,,
1991,11,-0.1723173,,,
1991,12,-0.2129770,,,
1992,1,0.4930774,,,
1992,2,-0.4565314,,,
1992,3,-0.8208018,,,
1992,4,-1.4336134,,,
1992,5,-1.7956172,,,
1992,6,-1.3506516,,,
1992,7,-1.4624325,,,
1992,8,-1.2474734,,,
1992,9,-0.9466296,,,
1992,10,-0.9689890,,,
1992,11,-1.2806748,,,
1992,12,-1.8686891,,,
1993,1,-2.8169835,,,
1993,2,-2.1408178,,,
1993,3,-1.7419109,,,
1993,4,-0.7588363,,,
1993,5,-1.0894275,,,
1993,6,-1.6821039,,,
1993,7,-1.6785552,,,
1993,8,-1.5143229,,,
1993,9,-2.0474347,,,
1993,10,-2.3542966,,,
1993,11,-2.9986692,,,
1993,12,-2.0005526,,,
1994,1,-1.8540143,,,
1994,2,-1.9786652,,,
1994,3,-1.8557886,,,
1994,4,-1.4470739,,,
1994,5,-0.3013589,,,
1994,6,-0.6116034,,,
1994,7,-0.7111297,,,
1994,8,-0.8587679,,,
1994,9,-1.1048639,,,
1994,10,-1.1107256,,,
1994,11,-1.6884391,,,
1994,12,-1.0167549,,,
1995,1,-0.4990334,,,
1995,2,-1.5608722,,,
1995,3,-2.0546501,,,
1995,4,-1.8249588,,,
1995,5,-1.5042438,,,
1995,6,-1.0479894,,,
1995,7,-1.4994407,,,
1995,8,-1.0060149,,,
1995,9,-0.8939211,,,
1995,10,-0.5177138,,,
1995,11,-0.277426,,,
1995,12,0.2157619,,,
1996,1,-0.6389771,,,
1996,2,-1.0529048,,,
1996,3,-1.1487637,,,
1996,4,-0.4361166,,,
1996,5,-1.2747659,,,
1996,6,-1.0600342,,,
1996,7,-0.8841357,,,
1996,8,-0.7482501,,,
1996,9,-0.9339284,,,
1996,10,-1.0410775,,,
1996,11,-1.1001672,,,
1996,12,-1.3549181,,,
1997,1,-1.6402249,,,
1997,2,-1.1130951,,,
1997,3,-0.6180283,,,
1997,4,-0.506138,,,
1997,5,-0.8771942,,,
1997,6,-0.9383933,,,
1997,7,-0.7723616,,,
1997,8,-0.785827,,,
1997,9,-0.4814762,,,
1997,10,-0.5942590,,,
1997,11,0.1740289,,,
1997,12,0.2606817,,,
1998,1,0.5279142,,,
1998,2,1.9000587,,,
1998,3,0.8933178,,,
1998,4,0.5215131,,,
1998,5,0.2775816,,,
1998,6,0.1190225,,,
1998,7,0.3931617,,,
1998,8,0.2726569,,,
1998,9,0.0444804,,,
1998,10,0.0987511,,,
1998,11,0.7173509,,,
1998,12,0.7688304,,,
1999,1,1.0828257,,,
1999,2,2.3041594,,,
1999,3,1.9742975,,,
1999,4,1.6464381,,,
1999,5,1.6045933,,,
1999,6,1.9053233,,,
1999,7,1.3811213,,,
1999,8,1.4334654,,,
1999,9,1.3049656,,,
1999,10,1.1788208,,,
1999,11,1.3205504,,,
1999,12,1.0528054,,,
2000,1,1.4045384,,,
2000,2,2.1235311,,,
2000,3,2.1492677,,,
2000,4,2.3652705,,,
2000,5,2.220292,,,
2000,6,2.1020662,,,
2000,7,1.655785,,,
2000,8,1.3516272,,,
2000,9,1.3801795,,,
2000,10,1.6981881,,,
2000,11,2.0145948,,,
2000,12,2.164995,,,
2001,1,2.8619328,,,
2001,2,2.9560468,,,
2001,3,2.388775,,,
2001,4,2.2039413,,,
2001,5,1.9538953,,,
2001,6,2.349303,,,
2001,7,1.5004872,,,
2001,8,1.9150242,,,
2001,9,1.8929954,,,
2001,10,1.1619115,,,
2001,11,1.7645249,,,
2001,12,2.0194831,,,
2002,1,1.8641573,,,
2002,2,2.1773568,,,
2002,3,1.8982763,,,
2002,4,0.8974222,,,
2002,5,1.102573,,,
2002,6,1.6053913,,,
2002,7,1.3822965,,,
2002,8,0.8118436,,,
2002,9,0.8244111,,,
2002,10,0.8236371,,,
2002,11,1.6592152,,,
2002,12,2.6365472,,,
2003,1,1.9691832,,,
2003,2,0.9925656,,,
2003,3,1.4907114,,,
2003,4,1.1017217,,,
2003,5,0.919259,,,
2003,6,0.7776915,,,
2003,7,1.2024408,,,
2003,8,0.7822879,,,
2003,9,0.869225,,,
2003,10,1.286991,,,
2003,11,-0.1143679,,,
2003,12,0.2243769,,,
2004,1,0.2650149,,,
2004,2,0.6672296,,,
2004,3,0.3829324,,,
2004,4,0.1252492,,,
2004,5,0.2073534,,,
2004,6,0.7764751,,,
2004,7,0.4115681,,,
2004,8,0.6853832,,,
2004,9,0.3764023,,,
2004,10,0.0429042,,,
2004,11,-0.4417773,,,
2004,12,-0.9852120,,,
2005,1,-1.9348221,,,
2005,2,-1.5993721,,,
2005,3,-1.4269572,,,
2005,4,-1.7171677,,,
2005,5,-0.782198,,,
2005,6,-1.3968655,,,
2005,7,-1.5583487,,,
2005,8,-1.1385837,,,
2005,9,-1.8340067,,,
2005,10,-1.0356178,,,
2005,11,-1.7418174,,,
2005,12,-1.4634516,,,
2006,1,-0.7053912,,,
2006,2,-0.9623315,,,
2006,3,-0.7354193,,,
2006,4,-0.6409930,,,
2006,5,-0.1093097,,,
2006,6,-0.1335195,,,
2006,7,-0.2641632,,,
2006,8,-0.269082,,,
2006,9,-0.4827717,,,
2006,10,-0.9086913,,,
2006,11,-1.1642503,,,
2006,12,-0.2233228,,,
2007,1,-0.2866452,,,
2007,2,-0.0232793,,,
2007,3,-0.636976,,,
2007,4,0.209041,,,
2007,5,0.5145942,,,
2007,6,1.2697212,,,
2007,7,1.3383294,,,
2007,8,1.2415749,,,
2007,9,0.7152083,,,
2007,10,1.3893471,,,
2007,11,0.7150301,,,
2007,12,0.5076305,,,
2008,1,0.7872407,,,
2008,2,1.2649955,,,
2008,3,1.3266435,,,
2008,4,1.3599307,,,
2008,5,1.7339619,,,
2008,6,1.5539068,,,
2008,7,1.6279512,,,
2008,8,2.1278551,,,
2008,9,2.1982501,,,
2008,10,1.723844,,,
2008,11,1.7682037,,,
2008,12,0.4414844,,,
2009,1,0.7233710,,,
2009,2,0.8305812,,,
2009,3,0.0603652,,,
2009,4,0.2220646,,,
2009,5,0.4920331,,,
2009,6,0.4251688,,,
2009,7,0.3370535,,,
2009,8,0.3664761,,,
2009,9,1.0266812,,,
2009,10,1.0968667,,,
2009,11,0.9441028,,,
2009,12,1.1622241,,,
2010,1,2.0241993,,,
2010,2,1.8351742,,,
2010,3,1.6520626,,,
2010,4,1.128877,,,
2010,5,1.9813718,,,
2010,6,1.3132342,,,
2010,7,0.8232460,,,
2010,8,0.8318656,,,
2010,9,1.0082519,,,
2010,10,1.4315416,,,
2010,11,0.742566,,,
2010,12,0.7028328,,,
2011,1,0.2098059,,,
2011,2,0.2865362,,,
2011,3,1.144674,,,
2011,4,0.7205769,,,
2011,5,1.6721972,,,
2011,6,1.1740216,,,
2011,7,0.5846860,,,
2011,8,0.9308584,,,
2011,9,1.3709189,,,
2011,10,1.0299733,,,
2011,11,0.3228596,,,
2011,12,0.0286331,,,
2012,1,0.6673531,,,
2012,2,0.7175118,,,
2012,3,1.0337626,,,
2012,4,2.0887349,,,
2012,5,1.8115715,,,
2012,6,1.8846989,,,
2012,7,1.6670951,,,
2012,8,1.7534596,,,
2012,9,1.4452805,,,
2012,10,1.6405678,,,
2012,11,1.2700175,,,
2012,12,1.092898,,,
2013,1,1.1478873,,,
2013,2,1.1105479,,,
2013,3,0.6923439,,,
2013,4,0.5892724,,,
2013,5,1.0119288,,,
2013,6,0.6922316,,,
2013,7,0.3424377,,,
2013,8,0.756836,,,
2013,9,0.3543752,,,
2013,10,-0.2054207,,,
2013,11,-0.7714266,,,
2013,12,-1.3621541,,,
2014,1,-0.578171,,,
2014,2,-0.2314851,,,
2014,3,-0.3844344,,,
2014,4,-0.2520579,,,
2014,5,0.3097866,,,
2014,6,-0.4283539,,,
2014,7,-0.1119096,,,
2014,8,-0.5154828,,,
2014,9,-0.8754778,,,
2014,10,0.4593101,,,
2014,11,0.4760465,,,
2014,12,-0.2247669,,,
2015,1,-0.7761860,,,
2015,2,-1.316767,,,
2015,3,-1.2846833,,,
2015,4,-1.2025166,,,
2015,5,-0.7442565,,,
2015,6,-1.2668086,,,
2015,7,-1.2707526,,,
2015,8,-1.9270325,,,
2015,9,-2.2652884,,,
2015,10,-1.237924,,,
2015,11,-2.1427764,,,
2015,12,-1.1337529,,,
2016,1,0.9492923,,,
2016,2,0.2620751,,,
2016,3,0.6226440,,,
2016,4,-0.2469000,,,
2016,5,-0.7154388,,,
2016,6,-1.0154314,,,
2016,7,-0.4951619,,,
2016,8,-0.8599527,,,
2016,9,-0.7349751,,,
2016,10,0.6763530,,,
2016,11,1.2893929,,,
2016,12,-1.655726,,,
2017,1,-0.1839930,,,
2017,2,-0.602739,,,
2017,3,-0.8499225,,,
2017,4,-0.0758039,,,
2017,5,-0.4378374,,,
2017,6,-0.3353531,,,
2017,7,-0.5389230,,,
2017,8,-0.6082060,,,
2017,9,-0.4910837,,,
2017,10,-1.3644931,,,
2017,11,-2.077168,,,
2017,12,-2.7440743,,,
2018,1,-1.4729096,,,
2018,2,-2.2509161,,,
2018,3,-2.0866305,,,
2018,4,-2.0168469,,,
2018,5,-1.9413912,,,
2018,6,-2.0413892,,,
2018,7,-1.8261448,,,
2018,8,-2.2831992,,,
2018,9,-2.3479941,,,
2018,10,-2.3580506,,,
2018,11,-1.8222515,,,
2018,12,-1.1237963,,,
2019,1,-0.8883372,,,
2019,2,-2.6050071,,,
2019,3,-1.9816123,,,
2019,4,-2.0675167,,,
2019,5,-1.8017818,,,
2019,6,-2.3883762,,,
2019,7,-2.2281263,,,
2019,8,-2.1773871,,,
2019,9,-2.5526577,,,
2019,10,-2.602176,,,
2019,11,-3.4234464,,,
2019,12,-2.6324104,,,
2020,1,-1.5613362,,,
2020,2,-2.3690688,,,
2020,3,-1.9382037,,,
2020,4,-1.9867511,,,
2020,5,-1.522598,,,
2020,6,-1.9432026,,,
2020,7,-2.1242406,,,
2020,8,-1.4627552,,,
2020,9,-1.2785058,,,
2020,10,-1.8493628,,,
2020,11,-2.6590678,,,
2020,12,-1.4198115,,,
2021,1,-0.6416365,,,
2021,2,-1.1312463,,,
2021,3,-0.8469647,,,
2021,4,-1.8547485,,,
2021,5,-0.8244522,,,
2021,6,-0.579318,,,
2021,7,-0.7747320,,,
2021,8,-1.060829,,,
2021,9,-0.6948881,,,
2021,10,-0.0876782,,,
2021,11,-0.3665104,,,
2021,12,-2.0884259,,,
2022,1,-1.4146332,,,
2022,2,-2.0935935,,,
2022,3,-1.1043521,,,
2022,4,-0.639641,,,
2022,5,-0.4081860,,,
2022,6,-0.6715626,,,
2022,7,-0.4822110,,,
2022,8,-0.6475771,,,
2022,9,-1.1218681,,,
2022,10,-1.8804719,,,
2022,11,-2.1190861,,,
2022,12,-2.5625015,,,
2023,1,-1.3641532,,,
2023,2,-1.9926584,,,
2023,3,-2.6344596,,,
2023,4,-1.9308798,,,
2023,5,-1.4580538,,,
2023,6,-1.5282053,,,
2023,7,-1.7348658,,,
2023,8,-1.7149743,,,
2023,9,-1.6679825,,,
2023,10,-0.8932236,,,
2023,11,-1.674631,,,
2023,12,-1.576179,,,
2024,1,-1.6259425,,,
2024,2,-1.6307937,,,
2024,3,-1.9517217,,,
2024,4,-2.5130327,,,
2024,5,-2.2467606,,,
2024,6,-1.6263275,,,
2024,7,-1.7079311,,,
2024,8,-2.0275378,,,
2024,9,-2.1046956,,,
2024,10,-2.1007611,,,
2024,11,-2.1165622,,,
2024,12,-1.5821271,,,
2025,1,-2.5743491,,,
2025,2,-2.555571,,,
2025,3,-1.4478163,,,
2025,4,-1.5727212,,,
2025,5,-0.9105726,,,
2025,6,-1.50038,,,
2025,7,-0.913830,,,
2025,8,-1.0954624,,,
2025,9,-1.6094611,,,
2025,10,-1.9794051,,,
2025,11,-1.7271237,,,
2025,12,-2.9449002,,,